name,amount
KINKIZI COUNTY EAST,21040
KINKIZI COUNTY EAST,19206
KINKIZI COUNTY EAST,637
KINKIZI COUNTY WEST,31628
KINKIZI COUNTY WEST,11530
KINKIZI COUNTY WEST,1404
KINKIZI COUNTY WEST,578
KINKIZI COUNTY WEST,321
KINKIZI COUNTY WEST,179
KAPCHORWA MUNICIPALITY,11746
KAPCHORWA MUNICIPALITY,4314
TINGEY COUNTY,10248
TINGEY COUNTY,8891
TINGEY COUNTY,2566
TINGEY COUNTY,1309
TINGEY COUNTY,916
KAPELEBYONG COUNTY,9566
KAPELEBYONG COUNTY,6184
KAPELEBYONG COUNTY,6001
KAPELEBYONG COUNTY,4074
KAPELEBYONG COUNTY,455
KAPELEBYONG COUNTY,2
DODOTH WEST COUNTY,5498
DODOTH WEST COUNTY,3686
DODOTH WEST COUNTY,607
NAPORE WEST COUNTY,1824
NAPORE WEST COUNTY,1625
NAPORE WEST COUNTY,533
NAPORE WEST COUNTY,188
NAPORE WEST COUNTY,181
BUKONJO COUNTY WEST,36386
BUKONJO COUNTY WEST,28520
BUKONJO COUNTY WEST,993
BUKONZO COUNTY  EAST,27660
BUKONZO COUNTY  EAST,24908
BUKONZO COUNTY  EAST,2452
BUSONGORA COUNTY NORTH,21913
BUSONGORA COUNTY NORTH,20366
BUSONGORA COUNTY NORTH,10110
BUSONGORA COUNTY NORTH,783
BUSONGORA COUNTY NORTH,570
BUSONGORA COUNTY SOUTH,7601
BUSONGORA COUNTY SOUTH,7522
BUSONGORA COUNTY SOUTH,6956
BUSONGORA COUNTY SOUTH,2464
BUSONGORA COUNTY SOUTH,2392
BUSONGORA COUNTY SOUTH,1318
BUSONGORA COUNTY SOUTH,1187
BUSONGORA COUNTY SOUTH,803
BUSONGORA COUNTY SOUTH,790
BUSONGORA COUNTY SOUTH,484
KASESE MUNICIPALITY,14213
KASESE MUNICIPALITY,11460
KASESE MUNICIPALITY,1864
KASESE MUNICIPALITY,1032
KASESE MUNICIPALITY,172
KASESE MUNICIPALITY,103
KASESE MUNICIPALITY,66
BUKUYA COUNTY,15190
BUKUYA COUNTY,6047
BUKUYA COUNTY,3906
BUKUYA COUNTY,3264
KASSANDA COUNTY NORTH,15356
KASSANDA COUNTY NORTH,9116
KASSANDA COUNTY NORTH,350
KASSANDA COUNTY NORTH,227
KASSANDA COUNTY SOUTH,12279
KASSANDA COUNTY SOUTH,8671
KASSANDA COUNTY SOUTH,8436
KASSANDA COUNTY SOUTH,1450
KASSANDA COUNTY SOUTH,205
KASSANDA COUNTY SOUTH,87
NGARIAM COUNTY,16278
NGARIAM COUNTY,1954
NGARIAM COUNTY,1794
NGARIAM COUNTY,1273
NGARIAM COUNTY,193
NGARIAM COUNTY,185
NGARIAM COUNTY,174
NGARIAM COUNTY,148
TOROMA COUNTY,9179
TOROMA COUNTY,8013
TOROMA COUNTY,2949
TOROMA COUNTY,851
TOROMA COUNTY,469
TOROMA COUNTY,458
TOROMA COUNTY,235
TOROMA COUNTY,89
TOROMA COUNTY,83
TOROMA COUNTY,71
TOROMA COUNTY,58
USUK COUNTY,5982
USUK COUNTY,5370
USUK COUNTY,1132
USUK COUNTY,393
USUK COUNTY,231
USUK COUNTY,158
BBALE COUNTY,12753
BBALE COUNTY,5074
BBALE COUNTY,4840
BBALE COUNTY,3221
BBALE COUNTY,2979
BBALE COUNTY,2718
BBALE COUNTY,2483
BBALE COUNTY,1729
BBALE COUNTY,934
BBALE COUNTY,334
BBALE COUNTY,257
BBALE COUNTY,142
NTENJERU COUNTY NORTH,22793
NTENJERU COUNTY NORTH,7540
NTENJERU COUNTY NORTH,4065
NTENJERU COUNTY NORTH,1383
NTENJERU COUNTY NORTH,162
NTENJERU COUNTY SOUTH,11300
NTENJERU COUNTY SOUTH,9718
NTENJERU COUNTY SOUTH,8552
NTENJERU COUNTY SOUTH,279
NTENJERU COUNTY SOUTH,115
NTENJERU COUNTY SOUTH,64
KAZO COUNTY,17733
KAZO COUNTY,10235
KAZO COUNTY,206
BUYANJA COUNTY,
BUYANJA EAST COUNTY,
KIBOGA  EAST COUNTY,17127
KIBOGA  EAST COUNTY,8500
KIBOGA  EAST COUNTY,379
KIBOGA  EAST COUNTY,373
KIBOGA  EAST COUNTY,373
KIBOGA  WEST COUNTY,10643
KIBOGA  WEST COUNTY,7815
KIBOGA  WEST COUNTY,1739
KIBOGA  WEST COUNTY,1249
KIBOGA  WEST COUNTY,459
KIBOGA  WEST COUNTY,117
KIBOGA  WEST COUNTY,93
KABWERI COUNTY,16455
KABWERI COUNTY,7586
KABWERI COUNTY,6108
KABWERI COUNTY,872
KABWERI COUNTY,664
KABWERI COUNTY,397
KABWERI COUNTY,100
KABWERI COUNTY,67
KIBUKU COUNTY,14628
KIBUKU COUNTY,5452
KIBUKU COUNTY,3233
KIBUKU COUNTY,1173
KIBUKU COUNTY,952
KIBUKU COUNTY,844
KIBUKU COUNTY,696
KIBUKU COUNTY,324
KIBUKU COUNTY,106
BUHAGUZI COUNTY,20761
BUHAGUZI COUNTY,18788
BUHAGUZI COUNTY,1065
BUHAGUZI EAST COUNTY,13102
BUHAGUZI EAST COUNTY,10613
BUHAGUZI EAST COUNTY,100
KASHONGI COUNTY,7790
KASHONGI COUNTY,7500
KASHONGI COUNTY,12
NYABUSHOZI COUNTY,24061
NYABUSHOZI COUNTY,11931
NYABUSHOZI COUNTY,292
NYABUSHOZI COUNTY,36
KIBANDA NORTH COUNTY,19950
KIBANDA NORTH COUNTY,10378
KIBANDA NORTH COUNTY,3958
KIBANDA NORTH COUNTY,1882
KIBANDA NORTH COUNTY,722
KIBANDA SOUTH COUNTY,10298
KIBANDA SOUTH COUNTY,8586
KIBANDA SOUTH COUNTY,427
BUFUMBIRA COUNTY EAST,17418
BUFUMBIRA COUNTY EAST,3826
BUFUMBIRA COUNTY EAST,1430
BUFUMBIRA COUNTY NORTH,7357
BUFUMBIRA COUNTY NORTH,4292
BUFUMBIRA COUNTY NORTH,1564
BUFUMBIRA COUNTY NORTH,252
BUFUMBIRA COUNTY NORTH,35
BUFUMBIRA COUNTY SOUTH,22423
BUFUMBIRA COUNTY SOUTH,18691
BUFUMBIRA COUNTY SOUTH,317
BUFUMBIRA COUNTY SOUTH,103
BUFUMBIRA COUNTY SOUTH,96
BUKIMBIRI COUNTY,11821
BUKIMBIRI COUNTY,11330
BUKIMBIRI COUNTY,167
BUKIMBIRI COUNTY,107
KISORO MUNICIPALITY,3568
KISORO MUNICIPALITY,3387
KISORO MUNICIPALITY,106
KISORO MUNICIPALITY,18
KITAGWENDA COUNTY,27538
KITAGWENDA COUNTY,17475
KITAGWENDA COUNTY,1164
KITAGWENDA COUNTY,370
KITAGWENDA COUNTY,302
KITAGWENDA COUNTY,262
CHUA EAST COUNTY,9195
CHUA EAST COUNTY,6572
CHUA EAST COUNTY,2784
CHUA EAST COUNTY,1864
CHUA EAST COUNTY,983
CHUA EAST COUNTY,390
CHUA WEST COUNTY,11368
CHUA WEST COUNTY,7239
CHUA WEST COUNTY,546
CHUA WEST COUNTY,316
CHUA WEST COUNTY,275
KITGUM MUNICIPALITY,3263
KITGUM MUNICIPALITY,3052
KITGUM MUNICIPALITY,3045
KITGUM MUNICIPALITY,1297
KITGUM MUNICIPALITY,149
KOBOKO COUNTY,10609
KOBOKO COUNTY,5317
KOBOKO COUNTY,4017
KOBOKO COUNTY,2861
KOBOKO COUNTY,496
KOBOKO COUNTY,411
KOBOKO MUNICIPALITY,7645
KOBOKO MUNICIPALITY,3400
KOBOKO NORTH COUNTY,7037
KOBOKO NORTH COUNTY,6720
KOBOKO NORTH COUNTY,476
KOLE NORTH COUNTY,16334
KOLE NORTH COUNTY,9632
KOLE NORTH COUNTY,3242
KOLE NORTH COUNTY,2011
KOLE NORTH COUNTY,1589
KOLE SOUTH COUNTY,12926
KOLE SOUTH COUNTY,10878
KOLE SOUTH COUNTY,7548
KOLE SOUTH COUNTY,3191
KOLE SOUTH COUNTY,812
KOLE SOUTH COUNTY,103
JIE COUNTY,14914
JIE COUNTY,13866
KOTIDO MUNICIPALITY,7260
KOTIDO MUNICIPALITY,5575
KANYUM COUNTY,17660
KANYUM COUNTY,3904
KANYUM COUNTY,1869
KANYUM COUNTY,1162
KUMI COUNTY,15491
KUMI COUNTY,8991
KUMI COUNTY,2655
KUMI COUNTY,2096
KUMI COUNTY,1650
KUMI COUNTY,710
KUMI COUNTY,195
KUMI MUNICIPALITY,6168
KUMI MUNICIPALITY,3069
KUMI MUNICIPALITY,1693
KUMI MUNICIPALITY,636
KUMI MUNICIPALITY,172
KUMI MUNICIPALITY,107
KUMI MUNICIPALITY,72
KUMI MUNICIPALITY,63
KUMI MUNICIPALITY,44
KWANIA COUNTY,8216
KWANIA COUNTY,8036
KWANIA COUNTY,2956
KWANIA COUNTY,2668
KWANIA COUNTY,1162
KWANIA COUNTY,404
KWANIA COUNTY,215
KWANIA NORTH COUNTY,14907
KWANIA NORTH COUNTY,13406
KWANIA NORTH COUNTY,2152
KWANIA NORTH COUNTY,455
KWEEN COUNTY,19069
KWEEN COUNTY,9799
SOI COUNTY,1984
SOI COUNTY,1682
SOI COUNTY,770
BUTEMBA COUNTY,12411
BUTEMBA COUNTY,11336
BUTEMBA COUNTY,6033
BUTEMBA COUNTY,3351
BUTEMBA COUNTY,461
BUTEMBA COUNTY,256
NTWETWE COUNTY,13466
NTWETWE COUNTY,7832
NTWETWE COUNTY,6918
NTWETWE COUNTY,1113
KYAKA CENTRAL COUNTY,15956
KYAKA CENTRAL COUNTY,8983
KYAKA CENTRAL COUNTY,173
KYAKA CENTRAL COUNTY,132
KYAKA NORTH COUNTY,16731
KYAKA NORTH COUNTY,15392
KYAKA SOUTH COUNTY,
MWENGE CENTRAL COUNTY,20428
MWENGE CENTRAL COUNTY,10551
MWENGE CENTRAL COUNTY,1612
MWENGE CENTRAL COUNTY,622
MWENGE CENTRAL COUNTY,513
MWENGE CENTRAL COUNTY,239
MWENGE COUNTY NORTH,19933
MWENGE COUNTY NORTH,17754
MWENGE COUNTY NORTH,375
MWENGE COUNTY NORTH,127
MWENGE COUNTY SOUTH,36921
MWENGE COUNTY SOUTH,12496
MWENGE COUNTY SOUTH,7550
MWENGE COUNTY SOUTH,1246
MWENGE COUNTY SOUTH,1167
MWENGE COUNTY SOUTH,600
KAKUUTO COUNTY,10065
KAKUUTO COUNTY,8313
KAKUUTO COUNTY,1922
KAKUUTO COUNTY,1871
KAKUUTO COUNTY,550
KAKUUTO COUNTY,135
KAKUUTO COUNTY,82
KYOTERA COUNTY,28230
KYOTERA COUNTY,20431
KYOTERA COUNTY,4004
KYOTERA COUNTY,430
KYOTERA COUNTY,277
KYOTERA COUNTY,59
LAMWO COUNTY,16393
LAMWO COUNTY,3358
LAMWO COUNTY,3303
LAMWO COUNTY,1854
LAMWO COUNTY,628
LAMWO COUNTY,293
PALABEK COUNTY,
ERUTE COUNTY NORTH,14372
ERUTE COUNTY NORTH,9245
ERUTE COUNTY NORTH,3520
ERUTE COUNTY NORTH,0
ERUTE COUNTY NORTH,0
ERUTE COUNTY SOUTH,17763
ERUTE COUNTY SOUTH,15606
ERUTE COUNTY SOUTH,787
ERUTE COUNTY SOUTH,328
LIRA EAST DIVISION,14119
LIRA EAST DIVISION,7222
LIRA EAST DIVISION,2881
LIRA EAST DIVISION,2042
LIRA EAST DIVISION,1267
LIRA EAST DIVISION,204
LIRA EAST DIVISION,137
LIRA WEST DIVISION,9185
LIRA WEST DIVISION,7259
LIRA WEST DIVISION,2619
LIRA WEST DIVISION,2305
LIRA WEST DIVISION,1089
LIRA WEST DIVISION,1071
LIRA WEST DIVISION,397
LIRA WEST DIVISION,340
LIRA WEST DIVISION,248
LIRA WEST DIVISION,232
LIRA WEST DIVISION,210
LIRA WEST DIVISION,134
LUUKA NORTH COUNTY,16159
LUUKA NORTH COUNTY,10782
LUUKA NORTH COUNTY,1620
LUUKA NORTH COUNTY,432
LUUKA NORTH COUNTY,102
LUUKA SOUTH COUNTY,16910
LUUKA SOUTH COUNTY,6214
LUUKA SOUTH COUNTY,4424
LUUKA SOUTH COUNTY,2207
LUUKA SOUTH COUNTY,1895
LUUKA SOUTH COUNTY,558
LUUKA SOUTH COUNTY,272
BAMUNANIKA COUNTY,27850
BAMUNANIKA COUNTY,24463
BAMUNANIKA COUNTY,1424
BAMUNANIKA COUNTY,483
BAMUNANIKA COUNTY,422
KATIKAMU COUNTY NORTH,18716
KATIKAMU COUNTY NORTH,10771
KATIKAMU COUNTY NORTH,7006
KATIKAMU COUNTY NORTH,4917
KATIKAMU COUNTY NORTH,3416
KATIKAMU COUNTY NORTH,655
KATIKAMU COUNTY NORTH,122
KATIKAMU COUNTY SOUTH,21197
KATIKAMU COUNTY SOUTH,9798
KATIKAMU COUNTY SOUTH,8132
KATIKAMU COUNTY SOUTH,6528
KATIKAMU COUNTY SOUTH,1659
KATIKAMU COUNTY SOUTH,666
KATIKAMU COUNTY SOUTH,554
KATIKAMU COUNTY SOUTH,297
BUKOTO COUNTY MID-WEST,12927
BUKOTO COUNTY MID-WEST,9015
BUKOTO COUNTY MID-WEST,7716
BUKOTO COUNTY MID-WEST,3326
BUKOTO COUNTY MID-WEST,335
BUKOTO COUNTY WEST,12882
BUKOTO COUNTY WEST,7910
BUKOTO COUNTY WEST,6115
BUKOTO COUNTY WEST,1001
BUKOTO COUNTY WEST,101
BUKOTO COUNTY WEST,89
BUKOTO COUNTYSOUTH,8883
BUKOTO COUNTYSOUTH,6684
BUKOTO COUNTYSOUTH,5621
BUKOTO COUNTYSOUTH,3205
KABULA COUNTY,13721
KABULA COUNTY,12373
KABULA COUNTY,4379
KABULA COUNTY,602
LOWER MADI COUNTY,11238
LOWER MADI COUNTY,10568
LOWER MADI COUNTY,152
LOWER MADI COUNTY,141
UPPER MADI COUNTY,6954
UPPER MADI COUNTY,3395
UPPER MADI COUNTY,2594
UPPER MADI COUNTY,1215
UPPER MADI COUNTY,805
UPPER MADI COUNTY,574
UPPER MADI COUNTY,450
BUBULO COUNTY WEST,10339
BUBULO COUNTY WEST,9136
BUBULO COUNTY WEST,6396
BUBULO COUNTY WEST,4797
BUBULO COUNTY WEST,586
BUBULO COUNTY WEST,296
BUTIRU COUNTY,16070
BUTIRU COUNTY,1080
BUTIRU COUNTY,571
BUTIRU COUNTY,491
MARACHA COUNTY,12496
MARACHA COUNTY,5690
MARACHA COUNTY,4866
MARACHA COUNTY,336
MARACHA EAST COUNTY,12460
MARACHA EAST COUNTY,6543
MARACHA EAST COUNTY,2768
MARACHA EAST COUNTY,2178
MARACHA EAST COUNTY,1473
MARACHA EAST COUNTY,705
MARACHA EAST COUNTY,255
BUKOTO COUNTY CENTRAL,9916
BUKOTO COUNTY CENTRAL,4902
BUKOTO COUNTY CENTRAL,1701
BUKOTO COUNTY CENTRAL,1017
BUKOTO COUNTY CENTRAL,672
BUKOTO COUNTY CENTRAL,224
BUKOTO COUNTY EAST,8630
BUKOTO COUNTY EAST,5643
BUKOTO COUNTY EAST,2221
BUKOTO COUNTY EAST,134
BUKOTO COUNTY EAST,125
BUKOTO COUNTY EAST,86
BUKOTO COUNTY EAST,60
KIMAANYA-KABONERA DIVISION,15341
KIMAANYA-KABONERA DIVISION,5864
KIMAANYA-KABONERA DIVISION,1743
KIMAANYA-KABONERA DIVISION,688
KIMAANYA-KABONERA DIVISION,501
KIMAANYA-KABONERA DIVISION,360
KIMAANYA-KABONERA DIVISION,229
NYENDO-MUKUNGWE DIVISION,26810
NYENDO-MUKUNGWE DIVISION,11238
NYENDO-MUKUNGWE DIVISION,3513
NYENDO-MUKUNGWE DIVISION,1127
NYENDO-MUKUNGWE DIVISION,720
NYENDO-MUKUNGWE DIVISION,639
NYENDO-MUKUNGWE DIVISION,623
NYENDO-MUKUNGWE DIVISION,125
BUJENJE COUNTY,16301
BUJENJE COUNTY,10277
BUJENJE COUNTY,1426
BUJENJE COUNTY,874
BURULI COUNTY,8848
BURULI COUNTY,8316
BURULI COUNTY,7430
BURULI COUNTY,362
MASINDI MUNICIPALITY,10440
MASINDI MUNICIPALITY,10276
MASINDI MUNICIPALITY,7031
MASINDI MUNICIPALITY,1382
MASINDI MUNICIPALITY,276
BUNYA COUNTY EAST,16641
BUNYA COUNTY EAST,10250
BUNYA COUNTY EAST,2201
BUNYA COUNTY EAST,1982
BUNYA COUNTY EAST,1220
BUNYA COUNTY EAST,764
BUNYA COUNTY EAST,662
BUNYA COUNTY EAST,620
BUNYA COUNTY EAST,268
BUNYA COUNTY EAST,88
BUNYA COUNTY SOUTH,19833
BUNYA COUNTY SOUTH,14364
BUNYA COUNTY SOUTH,5613
BUNYA COUNTY SOUTH,828
BUNYA COUNTY SOUTH,607
BUNYA COUNTY SOUTH,544
BUNYA COUNTY SOUTH,228
BUNYA COUNTY WEST,19312
BUNYA COUNTY WEST,11567
BUNYA COUNTY WEST,9131
BUNYA COUNTY WEST,2144
BUNYA COUNTY WEST,1955
BUNYA COUNTY WEST,691
BUNGOKHO CENTRAL COUNTY,15601
BUNGOKHO CENTRAL COUNTY,12227
BUNGOKHO CENTRAL COUNTY,1202
BUNGOKHO CENTRAL COUNTY,621
BUNGOKHO CENTRAL COUNTY,117
BUNGOKHO COUNTY NORTH,6077
BUNGOKHO COUNTY NORTH,4602
BUNGOKHO COUNTY NORTH,3922
BUNGOKHO COUNTY NORTH,749
BUNGOKHO COUNTY NORTH,565
BUNGOKHO COUNTY NORTH,373
BUNGOKHO COUNTY NORTH,264
BUNGOKHO COUNTY SOUTH,9842
BUNGOKHO COUNTY SOUTH,6763
BUNGOKHO COUNTY SOUTH,5814
BUNGOKHO COUNTY SOUTH,333
BUNGOKHO COUNTY SOUTH,94
INDUSTRIAL DIVISION,15881
INDUSTRIAL DIVISION,8822
INDUSTRIAL DIVISION,2481
INDUSTRIAL DIVISION,1984
INDUSTRIAL DIVISION,1790
INDUSTRIAL DIVISION,1272
INDUSTRIAL DIVISION,772
INDUSTRIAL DIVISION,347
NORTHERN DIVISION,9854
NORTHERN DIVISION,9413
NORTHERN DIVISION,7529
NORTHERN DIVISION,4836
NORTHERN DIVISION,4135
NORTHERN DIVISION,4027
NORTHERN DIVISION,1052
NORTHERN DIVISION,686
NORTHERN DIVISION,535
NORTHERN DIVISION,161
KASHARI NORTH COUNTY,13995
KASHARI NORTH COUNTY,7018
KASHARI NORTH COUNTY,1248
KASHARI NORTH COUNTY,1029
KASHARI NORTH COUNTY,304
KASHARI NORTH COUNTY,164
KASHARI NORTH COUNTY,61
KASHARI SOUTH COUNTY,10252
KASHARI SOUTH COUNTY,8593
KASHARI SOUTH COUNTY,4750
KASHARI SOUTH COUNTY,588
KASHARI SOUTH COUNTY,432
KASHARI SOUTH COUNTY,154
MBARARA NORTH DIVISION,9004
MBARARA NORTH DIVISION,3234
MBARARA NORTH DIVISION,3212
MBARARA NORTH DIVISION,1265
MBARARA NORTH DIVISION,1074
MBARARA NORTH DIVISION,964
MBARARA NORTH DIVISION,300
MBARARA NORTH DIVISION,217
MBARARA NORTH DIVISION,90
MBARARA NORTH DIVISION,45
MBARARA SOUTH DIVISION,15770
MBARARA SOUTH DIVISION,11269
MBARARA SOUTH DIVISION,2250
MBARARA SOUTH DIVISION,999
MBARARA SOUTH DIVISION,491
MBARARA SOUTH DIVISION,267
MBARARA SOUTH DIVISION,255
MBARARA SOUTH DIVISION,167
MBARARA SOUTH DIVISION,91
MBARARA SOUTH DIVISION,50
RUHINDA COUNTY,14918
RUHINDA COUNTY,5746
RUHINDA COUNTY,1377
RUHINDA COUNTY,264
RUHINDA COUNTY,216
RUHINDA COUNTY,61
RUHINDA COUNTY,25
RUHINDA NORTH COUNTY,18341
RUHINDA NORTH COUNTY,2297
RUHINDA NORTH COUNTY,569
RUHINDA NORTH COUNTY,545
RUHINDA NORTH COUNTY,376
RUHINDA SOUTH COUNTY,16551
RUHINDA SOUTH COUNTY,3337
RUHINDA SOUTH COUNTY,765
RUHINDA SOUTH COUNTY,389
BUSUJJU COUNTY,19174
BUSUJJU COUNTY,10198
BUSUJJU COUNTY,133
BUSUJJU COUNTY,72
MITYANA COUNTY NORTH,13784
MITYANA COUNTY NORTH,13557
MITYANA COUNTY NORTH,551
MITYANA COUNTY NORTH,488
MITYANA COUNTY NORTH,406
MITYANA COUNTY NORTH,332
MITYANA COUNTY NORTH,217
MITYANA COUNTY NORTH,144
MITYANA COUNTY SOUTH,9252
MITYANA COUNTY SOUTH,6032
MITYANA COUNTY SOUTH,3377
MITYANA COUNTY SOUTH,610
MITYANA MUNICIPALITY,23977
MITYANA MUNICIPALITY,6590
MITYANA MUNICIPALITY,2753
MITYANA MUNICIPALITY,836
MITYANA MUNICIPALITY,453
MITYANA MUNICIPALITY,201
MITYANA MUNICIPALITY,114
MITYANA MUNICIPALITY,80
MITYANA MUNICIPALITY,59
MATHENIKO COUNTY,6794
MATHENIKO COUNTY,6602
MATHENIKO COUNTY,1723
MOROTO MUNICIPALITY,1935
MOROTO MUNICIPALITY,1911
TEPETH COUNTY,3896
TEPETH COUNTY,1313
TEPETH COUNTY,718
TEPETH COUNTY,0
WEST MOYO COUNTY,14316
WEST MOYO COUNTY,7403
WEST MOYO COUNTY,2701
WEST MOYO COUNTY,560
MAWOKOTA COUNTY NORTH,31817
MAWOKOTA COUNTY NORTH,12519
MAWOKOTA COUNTY NORTH,2666
MAWOKOTA COUNTY NORTH,331
MAWOKOTA COUNTY SOUTH,20597
MAWOKOTA COUNTY SOUTH,9640
MAWOKOTA COUNTY SOUTH,4648
MAWOKOTA COUNTY SOUTH,2048
MAWOKOTA COUNTY SOUTH,1432
BUWEKULA COUNTY,15051
BUWEKULA COUNTY,7225
BUWEKULA COUNTY,3351
BUWEKULA COUNTY,1582
BUWEKULA COUNTY,863
BUWEKULA SOUTH COUNTY,8075
BUWEKULA SOUTH COUNTY,7479
BUWEKULA SOUTH COUNTY,1107
KASAMBYA COUNTY,26378
KASAMBYA COUNTY,7784
KASAMBYA COUNTY,6035
KASAMBYA COUNTY,4819
KASAMBYA COUNTY,1972
KASAMBYA COUNTY,376
MUBENDE MUNICIPALITY,9993
MUBENDE MUNICIPALITY,9021
MUBENDE MUNICIPALITY,2944
MUBENDE MUNICIPALITY,723
MUBENDE MUNICIPALITY,228
MUBENDE MUNICIPALITY,58
MUKONO COUNTY NORTH,18680
MUKONO COUNTY NORTH,8568
MUKONO COUNTY NORTH,278
MUKONO COUNTY NORTH,209
MUKONO COUNTY NORTH,159
MUKONO COUNTY NORTH,126
MUKONO COUNTY NORTH,114
MUKONO COUNTY SOUTH,26512
MUKONO COUNTY SOUTH,10922
MUKONO COUNTY SOUTH,4831
MUKONO COUNTY SOUTH,722
MUKONO COUNTY SOUTH,382
MUKONO COUNTY SOUTH,278
MUKONO MUNICIPALITY,38383
MUKONO MUNICIPALITY,16209
MUKONO MUNICIPALITY,6167
MUKONO MUNICIPALITY,457
MUKONO MUNICIPALITY,355
MUKONO MUNICIPALITY,319
MUKONO MUNICIPALITY,159
MUKONO MUNICIPALITY,145
NAKIFUMA COUNTY,20072
NAKIFUMA COUNTY,12564
NAKIFUMA COUNTY,11545
NAKIFUMA COUNTY,6607
NAKIFUMA COUNTY,3171
NAKIFUMA COUNTY,819
NAKIFUMA COUNTY,358
NAKIFUMA COUNTY,327
NAKIFUMA COUNTY,290
NAKIFUMA COUNTY,196
PIAN COUNTY,
CHEKWII COUNTY (KADAM),8680
CHEKWII COUNTY (KADAM),6367
CHEKWII COUNTY (KADAM),1723
CHEKWII COUNTY (KADAM),509
CHEKWII EAST COUNTY,3173
CHEKWII EAST COUNTY,1689
CHEKWII EAST COUNTY,1044
CHEKWII EAST COUNTY,76
CHEKWII EAST COUNTY,0
NAKASEKE CENTRAL COUNTY,9298
NAKASEKE CENTRAL COUNTY,7042
NAKASEKE CENTRAL COUNTY,700
NAKASEKE CENTRAL COUNTY,293
NAKASEKE CENTRAL COUNTY,56
NAKASEKE CENTRAL COUNTY,39
NAKASEKE NORTH COUNTY,
NAKASEKE SOUTH COUNTY,26173
NAKASEKE SOUTH COUNTY,9886
NAKASEKE SOUTH COUNTY,236
BUDYEBO COUNTY,15138
BUDYEBO COUNTY,8948
BUDYEBO COUNTY,1677
NAKASONGOLA COUNTY,17220
NAKASONGOLA COUNTY,9326
NAKASONGOLA COUNTY,2681
BUKOOLI ISLAND COUNTY,6055
BUKOOLI ISLAND COUNTY,5152
BUKOOLI ISLAND COUNTY,491
BUKOOLI ISLAND COUNTY,385
BUKOOLI SOUTH COUNTY,4496
BUKOOLI SOUTH COUNTY,4450
BUKOOLI SOUTH COUNTY,3087
BUKOOLI SOUTH COUNTY,2719
BUKOOLI SOUTH COUNTY,2070
BUKOOLI SOUTH COUNTY,1808
BUKOOLI SOUTH COUNTY,317
BUKOOLI SOUTH COUNTY,156
BUKOOLI SOUTH COUNTY,100
BUKOOLI SOUTH COUNTY,37
NAMAYINGO SOUTH COUNTY,8680
NAMAYINGO SOUTH COUNTY,5934
NAMAYINGO SOUTH COUNTY,5416
NAMAYINGO SOUTH COUNTY,4695
NAMAYINGO SOUTH COUNTY,802
NAMAYINGO SOUTH COUNTY,687
NAMAYINGO SOUTH COUNTY,508
NAMAYINGO SOUTH COUNTY,484
NAMAYINGO SOUTH COUNTY,407
NAMAYINGO SOUTH COUNTY,232
BUBULO EAST COUNTY,23876
BUBULO EAST COUNTY,11569
BUBULO EAST COUNTY,487
BUBULO EAST COUNTY,401
NAMISINDWA COUNTY,10230
NAMISINDWA COUNTY,4047
NAMISINDWA COUNTY,4041
NAMISINDWA COUNTY,1652
NAMISINDWA COUNTY,476
NAMISINDWA COUNTY,183
NAMISINDWA COUNTY,115
BUKONO COUNTY,10955
BUKONO COUNTY,10370
BUKONO COUNTY,590
BUKONO COUNTY,423
BUKONO COUNTY,64
BUKONO COUNTY,27
BUSIKI COUNTY,19470
BUSIKI COUNTY,8174
BUSIKI COUNTY,4560
BUSIKI COUNTY,332
BUSIKI COUNTY,294
BUSIKI COUNTY,244
BUSIKI COUNTY,208
BUSIKI COUNTY,140
BUSIKI COUNTY,117
BUSIKI NORTH COUNTY,5069
BUSIKI NORTH COUNTY,3081
BUSIKI NORTH COUNTY,1816
BUSIKI NORTH COUNTY,1393
BUSIKI NORTH COUNTY,1096
BUSIKI NORTH COUNTY,422
BUSIKI NORTH COUNTY,398
BUSIKI NORTH COUNTY,161
BUSIKI NORTH COUNTY,125
BUSIKI NORTH COUNTY,79
BUSIKI NORTH COUNTY,36
BOKORA COUNTY,10723
BOKORA COUNTY,6491
BOKORA EAST COUNTY,13673
BOKORA EAST COUNTY,4084
NEBBI MUNICIPALITY,4949
NEBBI MUNICIPALITY,4472
NEBBI MUNICIPALITY,675
NEBBI MUNICIPALITY,183
NEBBI MUNICIPALITY,62
PADYERE COUNTY,28060
PADYERE COUNTY,22730
PADYERE COUNTY,2258
PADYERE COUNTY,1875
PADYERE COUNTY,1386
PADYERE COUNTY,1045
PADYERE COUNTY,777
PADYERE COUNTY,761
PADYERE COUNTY,690
KAPIR COUNTY,7703
KAPIR COUNTY,5065
KAPIR COUNTY,2214
KAPIR COUNTY,1632
KAPIR COUNTY,329
KAPIR COUNTY,129
NGORA COUNTY,9517
NGORA COUNTY,9226
NGORA COUNTY,395
NGORA COUNTY,386
NGORA COUNTY,76
NGORA COUNTY,55
NTOROKO COUNTY,10884
NTOROKO COUNTY,9963
NTOROKO COUNTY,375
NTOROKO COUNTY,195
NTOROKO COUNTY,89
NTOROKO COUNTY,66
KAJARA COUNTY,23471
KAJARA COUNTY,6719
KAJARA COUNTY,1771
KAJARA COUNTY,1497
KAJARA COUNTY,868
NTUNGAMO MUNICIPALITY,3278
